,id review,coffee,rating,date,beans,roast,drinks,barista,coffee_sentiment,go,do,out,ambient,price,place_sentiment,baked,lunch,breakfast,snacks,food_sentiment,sentence_normalized,sum
17,1,Réveille Coffee,1.0 star rating,"2/20/2019
            





Updated review",0.0,0.0,0.01277648836392393,0.0,0.0,0.0,0.0,0.0,0.019484627821346003,0.0,0.0,0.03312693299999689,0.026407386650992317,0.0886920140316986,0.06454972243679029,0.0, This morning I went in to have breakfast,0.24503717230474803
18,1,Réveille Coffee,1.0 star rating,"2/20/2019
            





Updated review",0.0,0.0,0.007823969299055072,0.015445051580380386,0.0,0.04410810913912308,0.05603318146805258,0.025078493128775952,0.059659244987918456,0.033709993123162106,0.19751642679408513,0.020286020648339485,0.03234231136765754,0.06789068082419605,0.0,0.020584674239815456, As I place my order at the register I was informed that I was 4 minutes late for the breakfast menu,0.5804781566005613
21,1,Réveille Coffee,1.0 star rating,"2/20/2019
            





Updated review",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02047650389446504,0.0,0.0,0.0921551355168183,0.0,0.0,0.0,0.0,0.0, REALLY? If they are that anal about timing,0.11263163941128333
24,1,Réveille Coffee,1.0 star rating,"2/20/2019
            





Updated review",0.023002185311411807,0.0,0.0,0.014561734277683966,0.034380708208626445,0.04158552410345369,0.013207147529172122,0.0,0.011249455117713783,0.0,0.053205792297841475,0.00956292184248745,0.030492623583089882,0.01280158954404281,0.07453559924999298,0.0194074169913194,TAKE THE DAMNED MENU OFF THE COUNTER SO YOUR CLIENTELE IS NOT DISAPPOINTED and SHOW SOME FLEXIBILITY,0.33799269805683585
25,1,Réveille Coffee,1.0 star rating,"2/20/2019
            





Updated review",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012755683125622932,0.0,0.0,0.0,0.05186307781463085,0.043546914411251164,0.0,0.0, What ? Do the eggs disappear when the clock strikes 10:30? Never to return,0.10816567535150494
26,1,Réveille Coffee,1.0 star rating,"2/20/2019
            





Updated review",0.0,0.0,0.0,0.02522166361526592,0.0,0.07202824060656199,0.09150180217433553,0.04095300778893008,0.11690776692807602,0.05504818825631804,0.3225429743088641,0.0,0.0,0.02217300350792465,0.0,0.0, Le Marais is a much friendlier place,0.7463766471862763
27,1,Réveille Coffee,1.0 star rating,"2/20/2019
            





Updated review",0.0,0.0,0.014753017992419203,0.014561734277683966,0.0,0.05198190512931711,0.05282859011668849,0.03546634510659543,0.056247275588568915,0.03178208630818641,0.18622027304244518,0.0,0.0,0.0,0.0,0.0," today, a few weeks later, I thought I'd give the place another shot",0.4438412275619047
28,1,Réveille Coffee,1.0 star rating,"2/20/2019
            





Updated review",0.0,0.0,0.0,0.4287682814595206,0.0,0.0,0.02287545054358388,0.0,0.0,0.0,0.023038783879204574,0.0,0.026407386650992317,0.0,0.0,0.0, THE SERVICE STILL SUCKS,0.5010899025333013
29,1,Réveille Coffee,1.0 star rating,"2/20/2019
            





Updated review",0.0,0.0,0.006997970882623409,0.12433026689899596,0.0,0.019725746078811793,0.012529400275814704,0.011215443081840885,0.021344340364687887,0.0,0.0,0.0,0.0,0.0,0.0,0.0," The guy, barista?, was so busy chatting and dancing around that it took him 15 minutes to prepare an americano",0.1961431675827746
30,1,Réveille Coffee,1.0 star rating,"2/20/2019
            





Updated review",0.0,0.0,0.026689213748845517,0.02634316848869161,0.0,0.01880776093110498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011579473428470963,0.0,0.0, He then left it on the counter without announcing it and went over to the register to take care of someone else,0.08341961659711308
31,1,Réveille Coffee,1.0 star rating,"2/20/2019
            





Updated review",0.0,0.0,0.0,0.0,0.0,0.0,0.02801659073402629,0.025078493128775952,0.0,0.0,0.11286652959662005,0.0,0.0,0.0,0.0,0.0, Im really DONE NOW,0.16596161345942229
32,1,Réveille Coffee,1.0 star rating,"2/20/2019
            





Updated review",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09534625892455924,0.0,0.0,0.0,0.0,0.0,0.0, (Should you need to know who he is ,0.09534625892455924
35,1,Réveille Coffee,1.0 star rating,"2/20/2019
            





Updated review",0.0,0.0,0.0,0.0,0.0,0.0418446264488753,0.017719247798458352,0.0,0.0,0.0,0.01784576525620624,0.0,0.0,0.0,0.0,0.0," he's the ""English major"" he announced that several times",0.07740963950353989
36,1,Réveille Coffee,1.0 star rating,"2/20/2019
            





Updated review",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028216632399155013,0.0,0.0,0.0,0.0,0.0, His attitude sucks too,0.028216632399155013
38,2,Réveille Coffee,1.0 star rating,1/30/2019,0.0,0.0,0.0,0.5044332723053183,0.059549133417541374,0.0,0.0,0.0,0.0,0.0,0.06911635163761372,0.0,0.026407386650992317,0.0,0.0,0.0,Absolutely rude service,0.6595061440114658
39,2,Réveille Coffee,1.0 star rating,1/30/2019,0.0,0.0,0.01806868312376326,0.017834409375160544,0.0,0.03819874302737716,0.0,0.0,0.013777712461369824,0.0,0.016290880311276866,0.0,0.01867284217433178,0.0,0.0,0.0, Took me 15 mins to get a americano even though there was no line,0.12284327047327943
40,2,Réveille Coffee,1.0 star rating,1/30/2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025078493128775952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, Once I got it was extremely diluted,0.025078493128775952
41,2,Réveille Coffee,1.0 star rating,1/30/2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014344382763731175,0.022869467687317412,0.21122622747670636,0.0,0.0291111254869791, Then I asked for a replacement on my sandwich - which they agreed,0.27755120341473405
42,2,Réveille Coffee,1.0 star rating,1/30/2019,0.0,0.0,0.022129526988628804,0.0436852028330519,0.0,0.0,0.0,0.017733172553297715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0," After making it, they said can't do the replacement",0.08354790237497842
43,2,Réveille Coffee,1.0 star rating,1/30/2019,0.03450327796711771,0.0,0.0,0.0,0.05157106231293967,0.0467837146163854,0.019810721293758184,0.017733172553297715,0.0,0.0,0.05985651633507166,0.014344382763731175,0.022869467687317412,0.21122622747670636,0.11180339887498948,0.0291111254869791, So I was stuck with a sandwich I didn't want,0.6196130673682938
44,2,Réveille Coffee,1.0 star rating,1/30/2019,0.0,0.0,0.0,0.1853406189645646,0.0,0.0,0.0,0.0,0.0,0.0,0.028216632399155013,0.0,0.0,0.0,0.0,0.0, Such rude staff,0.2135572513637196
46,3,Réveille Coffee,1.0 star rating,12/22/2018,0.0,0.0,0.147530179924192,0.014561734277683966,0.0,0.010396381025863422,0.0,0.0,0.011249455117713783,0.0,0.0,0.0,0.0,0.02560317908808562,0.0,0.0194074169913194,Dry cappuccino for any sane coffee drinker means very little milk and mostly foam,0.2287483464248582
47,3,Réveille Coffee,1.0 star rating,12/22/2018,0.0,0.0,0.18810097940334483,0.0436852028330519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0291111254869791, These guys gave me a glass of coffee flavored milk,0.2608973077233758
48,3,Réveille Coffee,1.0 star rating,12/22/2018,0.0,0.0,0.027103024685644884,0.03566881875032109,0.0,0.012732914342459056,0.016175386202065656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, I asked the person behind the counter to make dry cappuccino,0.0916801439804907
49,3,Réveille Coffee,1.0 star rating,12/22/2018,0.0,0.017611748841908675,0.024550505925927803,0.012116095291816412,0.0,0.0259509356778541,0.0,0.01967318859002018,0.037440449767336466,0.026444294267397257,0.03320242135642289,0.007956831933771478,0.012685698213721506,0.010651566348113083,0.0,0.0," When I ask them to remake it for me, the were full of attitude and refused and basically said "" that's all we can do!"" There is a reason your shop is empty while there is a line in nearby Starbucks",0.22828373621428985
50,4,Coffee 1,1.0 star rating,5/8/2019,0.05175491695067656,0.031750031750047626,0.10511525319598682,0.010921300708262974,0.12892765578234916,0.06237828615518053,0.04952680323439546,0.026599758829946574,0.0674967307062827,0.0,0.10973694661429804,0.014344382763731175,0.045738935374634825,0.019202384316064216,0.05590169943749474,0.1164445019479164,"Ive been to this cafe several times, the drinks and food have been fine (not great) but I continued eating there anyways because I liked studying in the cafe",0.8958395877672679
51,4,Coffee 1,1.0 star rating,5/8/2019,0.02182178902359924,0.0,0.0699797088262341,0.0,0.09784921095801632,0.049314365197029475,0.025058800551629408,0.011215443081840885,0.010672170182343944,0.0,0.05047544651250688,0.00907218423253029,0.0,0.0,0.07071067811865475,0.0, However this last time I went they would not let me order anything because I had a cup of coffee in my hand,0.4161697966843853
52,4,Coffee 1,1.0 star rating,5/8/2019,0.038277950117547636,0.0,0.01841287944444585,0.024232190583632823,0.0,0.06055218324832624,0.0,0.07869275436008072,0.0,0.0,0.0,0.0,0.10148558570977205,0.010651566348113083,0.0,0.08073973509982288," I even offered to wait outside and take my food togo and the man at the register said ""nope, sorry"" and directed for me to leave",0.41304484491174126
53,4,Coffee 1,1.0 star rating,5/8/2019,0.0,0.0,0.0,0.02184260141652595,0.0,0.06237828615518053,0.07924288517503274,0.03546634510659543,0.08437091338285338,0.09534625892455924,0.2992825816753583,0.0,0.0,0.0,0.0,0.0, I'm never driving out of my way for this place again,0.6779298718361055
55,5,The Mill,1.0 star rating,4/27/2019,0.01239394332039589,0.0,0.003974580378502343,0.04707656429358726,0.05557461733534295,0.056017354624068955,0.0640459904640066,0.01910983087396771,0.04849108281728719,0.03424938726253709,0.21501095389262265,0.17003759511206173,0.016429910604688854,0.020693100208325516,0.060241449667687415,0.11502727467942098,"I haven't rated anything on Yelp in eons, but felt compelled to after my experience today because this place made me actually mourn the death of customer service--such a bummer! Having tried a very good bread from the Mill (someone had brought me some), I called to see if was in stock and ask a few questions before visiting the bakery",0.9383736355345031
56,5,The Mill,1.0 star rating,4/27/2019,0.0,0.0,0.0,0.027628948199776883,0.0,0.02958861911821769,0.025058800551629408,0.0,0.010672170182343944,0.0,0.01261886162812672,0.0,0.014463921353509292,0.0,0.0,0.0, I should've known something was up when it was as though I was totally inconveniencing the person who answered the phone,0.12003132103360394
57,5,The Mill,1.0 star rating,4/27/2019,0.0,0.0,0.007376508996209601,0.0,0.0,0.010396381025863422,0.013207147529172122,0.0,0.011249455117713783,0.0,0.026602896148920738,0.0,0.0,0.0,0.0,0.0194074169913194," [note: see Thien's review, several reviews before this one]",0.08823980580919907
58,5,The Mill,1.0 star rating,4/27/2019,0.0,0.0,0.13277716193177283,0.0,0.0773565934694095,0.0,0.019810721293758184,0.0,0.0,0.0,0.0,0.31557642080208587,0.0,0.0,0.08385254915624211,0.0582222509739582,"  I went anyway, with a friend, to buy/eat a loaf of that bread, with almond butter, accompanied by coffee drinks, and to photo/recommend their bread to my network of 600 or so foodies",0.6875956976272267
59,5,The Mill,1.0 star rating,4/27/2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27254327251089233,0.022869467687317412,0.057607152948192644,0.0,0.0582222509739582, I asked if a slice of the bread could be toasted,0.4112421441203606
61,5,The Mill,1.0 star rating,4/27/2019,0.02760262237369417,0.012700012700019052,0.03540724318180609,0.01747408113322076,0.04125684985035174,0.05614045753966248,0.023772865552509823,0.0,0.013499346141256542,0.0,0.05586608191273355,0.22377237111420634,0.027443361224780895,0.20738575061349354,0.08944271909999159,0.11644450194791642," They ""don't toast things between 5-6 a matter of policy"" (when they switch over from serving bread to serving pizza) and there weren't ""enough people there to toast bread",0.948208264385643
62,5,The Mill,1.0 star rating,4/27/2019,0.021554026870452117,0.0,0.0,0.006822482465304506,0.03221618722401402,0.07793481287214798,0.043314808182421005,0.011077825071473127,0.04743548257312062,0.029781167876506993,0.1246402310612659,0.1568151352727384,0.0,0.18593233294397202,0.06984302957695782,0.07274230368180488,""" I don't know if the contamination issue was because of gluten (?) or why they thought they were short staffed (the place was fairly empty, there were 3-4 people behind the counter/in kitchen) but I was so shocked at the rigidity of a bakery whose business is partly based on toast not being able to toast bread (for someone about to spend $20 on an afternoon coffee) or to either explain why and/or lift a finger to accommodate us (e",0.8801098256721794
64,5,The Mill,1.0 star rating,4/27/2019,0.03086066999241838,0.0,0.02474156332824511,0.0,0.0,0.013948208816291767,0.035438495596916704,0.0,0.0,0.0,0.00892288262810312,0.019245008972987525,0.010227536871615327,0.025762701996477236,0.075,0.0," ""we're sorry, but we can at least heat it for you"" or ""we can slice it and put the almond butter on it anyway""), that I pressed the cashier to understand (I grew up working in the food/hospitality industry in SF and travel widely and this was highly unusual)",0.24414706820305515
65,5,The Mill,1.0 star rating,4/27/2019,0.02182178902359924,0.0,0.027991883530493637,0.013814474099888441,0.032616403652672106,0.05917723823643537,0.05011760110325882,0.0,0.0,0.0,0.13880747790939393,0.03628873693012116,0.014463921353509292,0.024289308377863014,0.07071067811865475,0.0," The cashier, who clearly had little life experience, said, ""you don't need to behave like this"" several times",0.4900995123358898
66,5,The Mill,1.0 star rating,4/27/2019,0.0,0.0,0.0,0.019065785593519964,0.022507456830317185,0.006806029000660255,0.04323053804777161,0.03869695501771434,0.0,0.0,0.06966273446141628,0.11268723396380223,0.0,0.008380607585904486,0.0,0.05082054708931045," Behave? Is that really what you want to say to an enthusiastic customer, 30 years your senior, who has come to buy, enjoy and promote your products? The next question was, ""do you still want the bread?"" No thanks",0.3718578875904168
67,5,The Mill,1.0 star rating,4/27/2019,0.056343616981901115,0.0,0.0,0.0,0.0842151921066519,0.08913040039721339,0.03235077240413131,0.0,0.0,0.0,0.1466179228014918,0.023424278964210222,0.0,0.0,0.18257418583505539,0.0," And don't worry, I won't be back",0.614656369490655
68,5,The Mill,1.0 star rating,4/27/2019,0.0,0.0,0.022129526988628804,0.2912346855536793,0.0,0.0,0.026414295058344243,0.0,0.0,0.0,0.0,0.0191258436849749,0.030492623583089882,0.0,0.0,0.0, My friend said she'd experienced poor customer service there too (she has worked in the industry as well),0.38939697486871716
69,5,The Mill,1.0 star rating,4/27/2019,0.0,0.0,0.0,0.012116095291816412,0.0,0.008650311892618034,0.0,0.0,0.009360112441834116,0.0,0.0,0.0,0.0,0.010651566348113083,0.0,0.0," I feel sorry for the owner's loss in business because of this, and am just sad at the loss of basic training and manners in general",0.04077808597438164
71,6,Four Barrel,1.0 star rating,3/18/2019,0.05175491695067657,0.015875015875023813,0.027661908735786004,0.0436852028330519,0.025785531156469834,0.0,0.0,0.008866586276648858,0.0,0.0,0.0,0.014344382763731175,0.0,0.009601192158032108,0.02795084971874737,0.0,Tot the young woman in black and white today making coffees - please focus on making coffee instead of chatting with co workers,0.22552558646816762
72,6,Four Barrel,1.0 star rating,3/18/2019,0.034992710611188256,0.0,0.11595775611532884,0.029536588034425645,0.12203940765702115,0.05799120134139611,0.013394492312528442,0.023979625973207224,0.028522574568339863,0.0,0.05396052208406695,0.01939714579875488,0.007731291167725055,0.0064915907222615225,0.07559289460184544,0.009841356626102457," Each step in the process of making a latte she would stop and go over and talk with co workers - with cup in hand, coffee in hand, steamer in hand - just because she was slow didn't and only one coffee to make doesn't mean you have to slow down the whole process",0.5994291576141918
76,6,Four Barrel,1.0 star rating,3/18/2019,0.03086066999241838,0.0,0.009896625331298044,0.0,0.04612656040144425,0.0418446264488753,0.035438495596916704,0.0,0.01509272781182455,0.0,0.05353729576861872,0.012830005981991684,0.020455073743230655,0.0,0.15,0.0,as you can see the coffee has not kicked in as you took too long to make it this morning,0.4160820810766183
78,7,Andytown Coffee,1.0 star rating,4/23/2019,0.03450327796711771,0.0,0.0,0.02184260141652595,0.05157106231293967,0.07797285769397566,0.019810721293758184,0.0,0.016874182676570676,0.0,0.05985651633507166,0.04303314829119352,0.022869467687317412,0.2880357647409632,0.11180339887498948,0.0291111254869791,DON'T get the breakfast sandwich,0.7772841247774023
79,7,Andytown Coffee,1.0 star rating,4/23/2019,0.0,0.0,0.0,0.015445051580380386,0.0,0.0,0.0,0.037617739693163926,0.023863697995167382,0.0,0.0,0.0,0.0,0.0,0.0,0.0, Go down a couple blocks and closer to the ocean for more bang for your breakfast-sandwich-seeking buck,0.07692648926871169
80,7,Andytown Coffee,1.0 star rating,4/23/2019,0.0,0.0,0.005532381747157201,0.0,0.0,0.015594571538795133,0.0,0.0,0.0,0.0,0.0,0.15778821040104293,0.08004313690561093,0.17282145884457795,0.0,0.0873333764609373," Hard, crunchy, overly-buttered bread (basically hard toast) with a sad piece of bacon, a slice of ham, and a runny egg",0.5191131358981215
81,7,Andytown Coffee,1.0 star rating,4/23/2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016563466499998444,0.07922215995297695,0.02217300350792465,0.19364916731037088,0.0, I asked for no cheese and mayo,0.3116077972712709
82,7,Andytown Coffee,1.0 star rating,4/23/2019,0.0,0.0,0.046943815794330435,0.0,0.0,0.0,0.05603318146805258,0.0,0.0,0.0,0.08464989719746505,0.060858061945018464,0.03234231136765754,0.054312544659356844,0.0,0.0, Order it if you like the above,0.33513981243188096
84,8,Andytown Coffee,1.0 star rating,1/28/2019,0.023002185311411807,0.0,0.014753017992419203,0.014561734277683966,0.034380708208626445,0.031189143077590263,0.03962144258751637,0.0,0.0,0.0,0.09311013652122259,0.0382516873699498,0.015246311791544941,0.02560317908808562,0.07453559924999298,0.0,"Ok we came here because of all the positive reviews and unfortunately, I found out that I don't like certain kinds of coffee",0.40425514547604396
85,8,Andytown Coffee,1.0 star rating,1/28/2019,0.0,0.0,0.014753017992419203,0.014561734277683966,0.0,0.031189143077590263,0.09245003270420486,0.02364423007106362,0.056247275588568915,0.06356417261637282,0.22612461726582628,0.02868876552746235,0.030492623583089882,0.02560317908808562,0.0,0.0, And I admit that I'm willing to give this place another try by ordering something I know I'll like,0.6073187917923677
86,8,Andytown Coffee,1.0 star rating,1/28/2019,0.017817416127494958,0.0,0.23998041056193936,0.0,0.18641827445195755,0.024159006344397486,0.010230212486277613,0.0,0.0,0.0,0.0721228016219588,0.037037037037037035,0.011809742331947863,0.01983213724362432,0.05773502691896257,0.0,"Well, I never had a coffee drink with cream soda and soda water and through learning experience, this is not a drink for me",0.6771420651255975
89,9,Golden Bear Trading,1.0 star rating,5/9/2019,0.0,0.0,0.0,0.019536616629114087,0.0,0.0,0.0,0.0,0.0,0.08528028654224418,0.08922882628103121,0.0,0.020455073743230655,0.0,0.0,0.1041511287846591,"BEWARE!All these ""amazing"" reviews on here are definitely fraudulent",0.3186519319802792
90,9,Golden Bear Trading,1.0 star rating,5/9/2019,0.0,0.0,0.004258829454641309,0.18495886651195004,0.019849711139180454,0.04201647368716115,0.015250300362389252,0.054604010385240105,0.025979503761794667,0.0,0.030718378505606093,0.011042310999998963,0.017604924433994876,0.01478200233861643,0.0,0.03361463227264072," The saddest part is that apparently they were so mad about bad yelp reviews (due to their rude, pushy scammy service) they even made a sign they posted outside claiming ""people love us on yelp"" after very clearly paying for fake reviews",0.45467994385321403
91,9,Golden Bear Trading,1.0 star rating,5/9/2019,0.0,0.0,0.0312958771962203,0.05148350526793463,0.09724332766526304,0.03675675761593591,0.04669431789004382,0.08359497709591986,0.031818263993556514,0.02247332874877474,0.08464989719746506,0.02028602064833949,0.0215615409117717,0.009052090776559475,0.0,0.13723116159876975," The owner would be better served (as would our neighborhood) if he focused less on scamming people for their money, and instead finding more good quality products people wanted",0.6741410666065543
93,10,Golden Bear Trading,1.0 star rating,4/12/2019,0.03011693009684171,0.013856849886842333,0.0,0.03813157118703993,0.022507456830317185,0.034030145003301274,0.06052275326688025,0.007739391003542867,0.007364497086275968,0.08322503785764791,0.07837057626909331,0.0062604018868779015,0.0,0.0,0.04879500364742666,0.0,This was the worst cafe I've ever been to The prices are so high and the guy is the rudest person that you'd ever meet don't come here I wish I'd read the reviews before I wasted my time and money coming here,0.43092061402208737
94,11,Golden Bear Trading,1.0 star rating,4/11/2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09534625892455924,0.05985651633507166,0.0,0.0,0.0,0.0,0.0291111254869791,Definitely fraudulent yelp reviews on here,0.18431390074661
95,11,Golden Bear Trading,1.0 star rating,4/11/2019,0.017817416127494958,0.016395645894598822,0.0,0.04511788347949414,0.026631182064565367,0.12079503172198743,0.12276254983533134,0.10073108022903861,0.0784241141846639,0.024618298195866545,0.19576189011674533,0.0,0.0,0.00991606862181216,0.0,0.0, I've been to this place a couple times and both times there were absolutely no customers inside and the owner was sitting outside talking to a friend,0.7589711604715985
96,11,Golden Bear Trading,1.0 star rating,4/11/2019,0.0,0.0,0.0,0.02184260141652595,0.0,0.015594571538795133,0.0,0.0,0.0,0.0,0.09976086055845276,0.0,0.0,0.0,0.0,0.0, Most uncomfortable experience waiting for my coffee,0.13719803351377383
97,11,Golden Bear Trading,1.0 star rating,4/11/2019,0.0,0.0,0.0,0.0,0.0,0.027896417632583534,0.07087699119383341,0.015861031714362882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, He was extremely pushy and kept talking up the coffee,0.11463444054077983
98,11,Golden Bear Trading,1.0 star rating,4/11/2019,0.0,0.0,0.10645856758647805,0.01167536156235761,0.055131784641997125,0.0,0.0,0.0,0.009019630036794794,0.05096471914376256,0.0,0.13801311186847087,0.012224244671977023,0.0,0.0,0.06224220440894772," Also, he charged me $7 for ""double shot"" coffee which was just a medium sized cup filled with normal drip coffee?? Overpriced store bought pastries that he microwaves for you",0.44572962392078574
101,11,Golden Bear Trading,1.0 star rating,4/11/2019,0.039840953644479794,0.0,0.0,0.0,0.059549133417541374,0.054021180454921484,0.02287545054358388,0.0,0.0,0.0,0.06911635163761372,0.016563466499998444,0.0,0.0,0.12909944487358058,0.0, don't waste money here,0.3910659810717193
103,12,Sightglass,1.0 star rating,5/13/2019,0.0,0.0,0.0,0.0,0.0,0.015594571538795133,0.05943216388127455,0.05319951765989315,0.016874182676570676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"No internet , no electrical outlets for charging ",0.1451004357565335
106,12,Sightglass,1.0 star rating,5/13/2019,0.0,0.0,0.19916574289765923,0.0,0.20628424925175867,0.0,0.0,0.0,0.03374836535314135,0.0,0.0,0.0,0.0,0.0,0.0,0.0, and 100$ cups of coffee,0.43919835750255926
108,13,Sightglass,1.0 star rating,5/3/2019,0.0,0.0,0.0,0.3566881875032109,0.0842151921066519,0.0,0.0,0.0,0.0,0.0,0.016290880311276866,0.0,0.01867284217433178,0.0,0.0,0.0,"TLDR: Go to Blue Bottle or Philz for better coffee, service, and pet-friendly staff",0.47586710209547145
109,13,Sightglass,1.0 star rating,5/3/2019,0.0,0.0,0.0,0.09768308314557043,0.0922531208028885,0.013948208816291767,0.0,0.0,0.01509272781182455,0.0,0.03569153051241248,0.012830005981991684,0.020455073743230655,0.017175134664318158,0.0,0.0, Most workers here treat their coffee better than their customers,0.30512888547852823
110,13,Sightglass,1.0 star rating,5/3/2019,0.0,0.0,0.02555297672784786,0.02522166361526592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0," Sightglass, never forget who's serving whom",0.05077464034311378
111,13,Sightglass,1.0 star rating,5/3/2019,0.019138975058773818,0.0,0.006137626481481951,0.012116095291816412,0.028606478384531155,0.0519018713557082,0.04395604395604396,0.01967318859002018,0.009360112441834116,0.0,0.07747231649832005,0.007956831933771478,0.0,0.010651566348113083,0.0,0.016147947019964578,"I enjoy Sightglass coffee, but had an extremely disappointing experience yesterday when I used the Ritual app for the first time to pick up an order",0.30311905336037903
112,13,Sightglass,1.0 star rating,5/3/2019,0.03688555567816588,0.01697110583255327,0.02957182432957724,0.02335072312471522,0.055131784641997125,0.05834954379170748,0.03176782785690434,0.01895755887856666,0.036078520147179174,0.0,0.09598396135357543,0.03066958041521575,0.03667273401593107,0.010264106159981965,0.1494035761667992,0.0," I wasn't warned that your shop was not pet-friendly, so I walked my dog there and thought I could pop in to quickly grab my order",0.6300584023928697
